ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,16,1,2,7
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,5,0,1,2
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,19,42,3,1
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,22,141,4,1
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,2,14,0,0
A - IPC Crime,Human Trafficking,Boy,4,0,0,1
A - IPC Crime,Human Trafficking,Eunuch,0,0,0,0
A - IPC Crime,Human Trafficking,Girl,1,1,0,0
A - IPC Crime,Human Trafficking,Men,0,0,0,0
A - IPC Crime,Human Trafficking,Women,3,0,0,0
A - IPC Crime,Aadhaar Act,Impersonation,0,0,0,0
A - IPC Crime,Aadhaar Act,Offence by Company,0,0,0,0
A - IPC Crime,Aadhaar Act,Offence by individual,0,0,0,0
A - IPC Crime,Giving false information respecting an offence com,Giving false information respecting an offence committed,2,0,1,0
B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,1,0,0,1
B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,2,0,0,0
B - SPECIAL & LOCAL LAWS,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,3,0,1,0
B - SPECIAL & LOCAL LAWS,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Other Area,28,4,6,3
B - SPECIAL & LOCAL LAWS,ARMS ACT 1961,Country Made - Prohibited Bore - In Disturbed Area,5,0,0,2
B - SPECIAL & LOCAL LAWS,ARMS ACT 1962,Country Made - Prohibited Bore - In Other Area,35,4,7,9
B - SPECIAL & LOCAL LAWS,ARMS ACT 1963,Factory Made - Non Prohibited Bore - In Disturbed Area,0,0,0,0
B - SPECIAL & LOCAL LAWS,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Other Area,12,1,4,2
B - SPECIAL & LOCAL LAWS,ARMS ACT 1965,Factory Made - Prohibited Bore - In Disturbed Area,3,0,0,1
B - SPECIAL & LOCAL LAWS,ARMS ACT 1966,Factory Made - Prohibited Bore - In Other Area,7,1,1,5
B - SPECIAL & LOCAL LAWS,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,93,0,20,27
B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Preservation Act 1972,1,0,0,0
B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Protection Act 1972,0,0,0,0
B - SPECIAL & LOCAL LAWS,ANIMAL,Prevention of Cruelty to Animals Act 1960,91,9,16,13
B - SPECIAL & LOCAL LAWS,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
B - SPECIAL & LOCAL LAWS,ANIMAL,Cattle Tresspass Act 1871,5,0,1,2
B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
B - SPECIAL & LOCAL LAWS,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,21,0,5,9
B - SPECIAL & LOCAL LAWS,CONSUMER,Consumer (Protection) Act 1986,3,0,0,0
B - SPECIAL & LOCAL LAWS,CONSUMER,Essential Commodities Act 1955,288,31,45,53
B - SPECIAL & LOCAL LAWS,CONSUMER,Prevention of Food Adulternation Act 1954,9,1,2,1
B - SPECIAL & LOCAL LAWS,CONSUMER,Packaged Commodities (Regulation) order 1975,1,0,0,0
B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1957,By Company,47,0,9,10
B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1957,By Individual,32,1,5,5
B - SPECIAL & LOCAL LAWS,CIVIL RIGHTS,Protection of Civil Rights Act 1955,1,0,0,0
B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,601,66,118,94
B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,135,14,27,26
B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,206,22,39,40
B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,61,5,11,11
B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,39,0,9,6
B - SPECIAL & LOCAL LAWS,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,101,25,15,21
B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Juvenile Justice Act 1986,26,5,3,3
B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Probation of offenders Act 1958,2,0,0,0
B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Central,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Defence,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - State,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Central,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Defence,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - State,0,0,0,0
B - SPECIAL & LOCAL LAWS,CUSTOMS,Customs Act 1962,0,0,0,0
B - SPECIAL & LOCAL LAWS,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
B - SPECIAL & LOCAL LAWS,Explosives,Explosives Substances Act 1908,9,5,2,2
B - SPECIAL & LOCAL LAWS,Explosives,Explosives Act 1884,7,2,0,3
B - SPECIAL & LOCAL LAWS,Explosives,Inflammable Substance Act 1952,1,0,0,0
B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
B - SPECIAL & LOCAL LAWS,FOREIGNER,Foreigners Act 1946,21,0,0,9
B - SPECIAL & LOCAL LAWS,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
B - SPECIAL & LOCAL LAWS,FOREST,Indian Forest Act 1927,4,0,0,0
B - SPECIAL & LOCAL LAWS,FOREST,Forest (Conservation) Act 1980,4,0,0,1
B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - In India,0,0,0,0
B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - In India,0,0,0,0
B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Organised,69,2,7,15
B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Un-Organised,52,5,8,9
B - SPECIAL & LOCAL LAWS,BONDED LABOUR SYSTEM,NA,5,0,2,0
B - SPECIAL & LOCAL LAWS,INDIAN MOTOR VEHICLE,NA,5,0,0,0
B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,1354,19,171,303
B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,955,20,143,270
B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Foreigner,3,0,2,0
B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Indian,10,7,3,0
B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,0,0,0
B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Parliament,0,0,0,0
B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,3,0,0,2
B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),2414,156,431,574
B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Street Gambling (87),2669,726,781,473
B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,House Gambling (79 & 80),76,31,11,14
B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Betting ,545,13,272,218
B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Others ,183,12,36,41
B - SPECIAL & LOCAL LAWS,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,91,6,18,17
B - SPECIAL & LOCAL LAWS,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,2,0,0,0
B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,0,0,0
B - SPECIAL & LOCAL LAWS,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0
B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Indian Railways Act 1989,3,0,0,0
B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
B - SPECIAL & LOCAL LAWS,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0
B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Dowry Prohibition,868,56,177,178
B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0
B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,1,0,0,0
B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,NA,0,0,0,0
B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,NA,7,2,2,1
B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,87,14,11,36
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,33,790,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,143,36,26,33
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,76,0,17,21
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,61,1014,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,4658,1273,602,1878
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,25,2,5,7
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,3,0,1,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,1,0,1,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,21,1,3,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,36,9,10,9
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,3,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,3,0,2,1
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,2,0,1,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,23,0,7,5
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,1,0,0,1
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,2,0,0,1
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0,1,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,23,1,7,2
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,1,0,0,1
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0,1,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,3,0,0,2
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,4,0,1,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,4,0,0,2
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,2,13,0,1
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,78,31,10,10
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,1,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,12,1,4,1
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,69,131,12,13
B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Information Technology Act 2000, 2009",4679,369,997,914
B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NA,0,0,0,0
B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,1,0,1,0
B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,7,0,3,0
B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,1,0,0,0
B - SPECIAL & LOCAL LAWS,POCSO,Rape,836,97,172,144
B - SPECIAL & LOCAL LAWS,POCSO,Others ,347,32,64,67
C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0
C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,3,1,0,0
C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,232,34,52,45
C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),NA,2004,401,531,537
C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,78,8,13,19
C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,30,4,3,4
C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),NA,0,0,0,0
C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,7,1,2,2
C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,189,26,35,43
C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,1,0,0,0
C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,15,1,1,5
C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,373,52,72,87
C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",NA,0,0,0,0
C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),NA,59,11,9,13
C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,1254,95,267,274
C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,62,4,9,3
C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,121,7,15,24
C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,1,0,0,0
C. CRIMES AGAINST WOMEN,Pornography,NA,0,0,0,0
C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,44,20,8,7
C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,13,1,5,2
C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,1353,78,316,308
D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",NA,0,0,0,0
D.CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0
D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),NA,29,0,8,5
D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,NA,1463,121,287,304
D.CRIME AGAINST CHILDREN,For Ransom - of Children,NA,4,0,2,0
D.CRIME AGAINST CHILDREN,of Children - for begging,NA,0,0,0,0
D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,NA,1,0,0,0
D.CRIME AGAINST CHILDREN,With intent to Steal from Child,NA,0,0,0,0
D.CRIME AGAINST CHILDREN,Lawful Guardianship,NA,1,0,0,0
D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,NA,0,0,0,0
D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,NA,2,0,1,0
D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,NA,0,2,1,2
D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),NA,0,0,0,0
D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,101,25,15,21
D.CRIME AGAINST CHILDREN,POCSO Act,NA,1192,129,240,211
D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,7,1,0,2
D.CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,26,5,3,3
D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,39,0,9,6
D.CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,2,0,0,0
"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,NA,39,11,6,14
"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,NA,102,14,19,15
"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,NA,9,0,2,0
"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,NA,1,0,0,0
"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,852,82,168,142
